Round County Immigrants;Round State Immigrants;County Immigrants;County name;County;Anzahl der Datensätze;Origin (B05006 2016 5 yr (State));Origin (quickfilter 2);Origin (tooltip);Origin (quickfilter);Origin;State (B05006 2016 5 yr (State));State Immigrants;State;Total state immigrant population;Total state population
;139.000;1520;Hempstead County, Arkansas;Hempstead County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;357;Hot Spring County, Arkansas;Hot Spring County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;737;Howard County, Arkansas;Howard County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;1191;Independence County, Arkansas;Independence County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;297;Izard County, Arkansas;Izard County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;127;Jackson County, Arkansas;Jackson County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;1236;Jefferson County, Arkansas;Jefferson County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
2.000;139.000;2013;Johnson County, Arkansas;Johnson County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;69;Lafayette County, Arkansas;Lafayette County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;103;Lawrence County, Arkansas;Lawrence County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;56;Lee County, Arkansas;Lee County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;300;Lincoln County, Arkansas;Lincoln County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;94;Little River County, Arkansas;Little River County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;506;Logan County, Arkansas;Logan County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;1511;Lonoke County, Arkansas;Lonoke County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;430;Madison County, Arkansas;Madison County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;189;Marion County, Arkansas;Marion County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;517;Miller County, Arkansas;Miller County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;815;Mississippi County, Arkansas;Mississippi County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;85;Monroe County, Arkansas;Monroe County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;220;Montgomery County, Arkansas;Montgomery County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;97;Nevada County, Arkansas;Nevada County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;70;Newton County, Arkansas;Newton County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;227;Ouachita County, Arkansas;Ouachita County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;59;Perry County, Arkansas;Perry County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;126;Phillips County, Arkansas;Phillips County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;475;Pike County, Arkansas;Pike County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;228;Poinsett County, Arkansas;Poinsett County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;756;Polk County, Arkansas;Polk County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
3.000;139.000;2990;Pope County, Arkansas;Pope County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;2;Prairie County, Arkansas;Prairie County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
20.300;139.000;20279;Pulaski County, Arkansas;Pulaski County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;149;Randolph County, Arkansas;Randolph County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
3.200;139.000;3240;Saline County, Arkansas;Saline County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;474;Scott County, Arkansas;Scott County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;63;Searcy County, Arkansas;Searcy County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
12.100;139.000;12072;Sebastian County, Arkansas;Sebastian County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
2.900;139.000;2943;Sevier County, Arkansas;Sevier County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;156;Sharp County, Arkansas;Sharp County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;715;St. Francis County, Arkansas;St. Francis County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;44;Stone County, Arkansas;Stone County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;852;Union County, Arkansas;Union County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;318;Van Buren County, Arkansas;Van Buren County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
24.700;139.000;24718;Washington County, Arkansas;Washington County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;1968;White County, Arkansas;White County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;139.000;50;Woodruff County, Arkansas;Woodruff County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
2.300;139.000;2295;Yell County, Arkansas;Yell County;1;Total:;Total:;all countries;(Total);Total:;Arkansas;139034;Arkansas;139034;2968472
;201.000;63;Allen County, Kansas;Allen County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;39;Anderson County, Kansas;Anderson County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;194;Atchison County, Kansas;Atchison County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;77;Barber County, Kansas;Barber County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;1459;Barton County, Kansas;Barton County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;262;Bourbon County, Kansas;Bourbon County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;99;Brown County, Kansas;Brown County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;1560;Butler County, Kansas;Butler County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;48;Chase County, Kansas;Chase County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;12;Chautauqua County, Kansas;Chautauqua County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;182;Cherokee County, Kansas;Cherokee County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;75;Cheyenne County, Kansas;Cheyenne County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;99;Clark County, Kansas;Clark County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;144;Clay County, Kansas;Clay County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;222;Cloud County, Kansas;Cloud County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;89;Coffey County, Kansas;Coffey County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;61;Comanche County, Kansas;Comanche County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;1368;Cowley County, Kansas;Cowley County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;1517;Crawford County, Kansas;Crawford County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;33;Decatur County, Kansas;Decatur County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;362;Dickinson County, Kansas;Dickinson County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;62;Doniphan County, Kansas;Doniphan County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
7.700;201.000;7684;Douglas County, Kansas;Douglas County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;357;Edwards County, Kansas;Edwards County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;43;Elk County, Kansas;Elk County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;1001;Ellis County, Kansas;Ellis County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;83;Ellsworth County, Kansas;Ellsworth County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
7.900;201.000;7870;Finney County, Kansas;Finney County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
9.400;201.000;9363;Ford County, Kansas;Ford County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;301;Franklin County, Kansas;Franklin County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
3.000;201.000;2974;Geary County, Kansas;Geary County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;48;Gove County, Kansas;Gove County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;48;Graham County, Kansas;Graham County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;1396;Grant County, Kansas;Grant County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;578;Gray County, Kansas;Gray County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;86;Greeley County, Kansas;Greeley County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;30;Greenwood County, Kansas;Greenwood County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;507;Hamilton County, Kansas;Hamilton County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;102;Harper County, Kansas;Harper County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;1566;Harvey County, Kansas;Harvey County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;768;Haskell County, Kansas;Haskell County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;81;Hodgeman County, Kansas;Hodgeman County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;111;Jackson County, Kansas;Jackson County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;109;Jefferson County, Kansas;Jefferson County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;42;Jewell County, Kansas;Jewell County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
47.300;201.000;47307;Johnson County, Kansas;Johnson County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;427;Kearny County, Kansas;Kearny County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;70;Kingman County, Kansas;Kingman County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;120;Kiowa County, Kansas;Kiowa County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;168;Labette County, Kansas;Labette County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;31;Lane County, Kansas;Lane County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
2.400;201.000;2397;Leavenworth County, Kansas;Leavenworth County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;35;Lincoln County, Kansas;Lincoln County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;37;Linn County, Kansas;Linn County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;53;Logan County, Kansas;Logan County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
3.100;201.000;3062;Lyon County, Kansas;Lyon County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;174;Marion County, Kansas;Marion County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;122;Marshall County, Kansas;Marshall County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;415;McPherson County, Kansas;McPherson County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;379;Meade County, Kansas;Meade County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;301;Miami County, Kansas;Miami County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;106;Mitchell County, Kansas;Mitchell County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;969;Montgomery County, Kansas;Montgomery County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;77;Morris County, Kansas;Morris County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;373;Morton County, Kansas;Morton County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;114;Nemaha County, Kansas;Nemaha County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;215;Neosho County, Kansas;Neosho County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;152;Ness County, Kansas;Ness County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;162;Norton County, Kansas;Norton County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;117;Osage County, Kansas;Osage County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;44;Osborne County, Kansas;Osborne County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;40;Ottawa County, Kansas;Ottawa County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;215;Pawnee County, Kansas;Pawnee County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;82;Phillips County, Kansas;Phillips County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;622;Pottawatomie County, Kansas;Pottawatomie County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;329;Pratt County, Kansas;Pratt County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;65;Rawlins County, Kansas;Rawlins County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
;201.000;1840;Reno County, Kansas;Reno County;1;Total:;Total:;all countries;(Total);Total:;Kansas;200759;Kansas;200759;2898292
